,condition,correct,correct_response,exp_stage,key_press,possible_responses,rt,stim_color,stim_word,trial_type,worker_id
stroop_99_14,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",1006,green,red,poldrack-categorize,s249
stroop_99_16,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",665,blue,blue,poldrack-categorize,s249
stroop_99_18,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",557,blue,red,poldrack-categorize,s249
stroop_99_20,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",880,green,green,poldrack-categorize,s249
stroop_99_22,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",999,blue,green,poldrack-categorize,s249
stroop_99_24,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",741,blue,blue,poldrack-categorize,s249
stroop_99_26,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",674,red,red,poldrack-categorize,s249
stroop_99_28,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",1061,green,red,poldrack-categorize,s249
stroop_99_30,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",962,red,red,poldrack-categorize,s249
stroop_99_32,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",648,red,green,poldrack-categorize,s249
stroop_99_34,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",859,green,blue,poldrack-categorize,s249
stroop_99_36,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",947,green,blue,poldrack-categorize,s249
stroop_99_38,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",712,red,red,poldrack-categorize,s249
stroop_99_40,congruent,0.0,71.0,practice,82.0,"[66, 71, 82]",797,green,green,poldrack-categorize,s249
stroop_99_42,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",954,red,blue,poldrack-categorize,s249
stroop_99_44,incongruent,0.0,66.0,practice,-1.0,"[66, 71, 82]",-1,blue,red,poldrack-categorize,s249
stroop_99_46,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",579,blue,blue,poldrack-categorize,s249
stroop_99_48,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",795,red,green,poldrack-categorize,s249
stroop_99_50,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",842,blue,green,poldrack-categorize,s249
stroop_99_53,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",685,red,red,poldrack-categorize,s249
stroop_99_55,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",661,red,green,poldrack-categorize,s249
stroop_99_57,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",631,blue,blue,poldrack-categorize,s249
stroop_99_59,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1333,red,blue,poldrack-categorize,s249
stroop_99_61,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",584,red,blue,poldrack-categorize,s249
stroop_99_63,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",703,red,red,poldrack-categorize,s249
stroop_99_65,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",979,green,red,poldrack-categorize,s249
stroop_99_67,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",794,red,green,poldrack-categorize,s249
stroop_99_69,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",694,red,red,poldrack-categorize,s249
stroop_99_71,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",741,green,green,poldrack-categorize,s249
stroop_99_73,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",896,green,blue,poldrack-categorize,s249
stroop_99_75,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",804,red,green,poldrack-categorize,s249
stroop_99_77,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",811,green,red,poldrack-categorize,s249
stroop_99_79,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1024,green,red,poldrack-categorize,s249
stroop_99_81,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",582,green,red,poldrack-categorize,s249
stroop_99_83,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",828,red,blue,poldrack-categorize,s249
stroop_99_85,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",702,red,red,poldrack-categorize,s249
stroop_99_87,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",903,green,blue,poldrack-categorize,s249
stroop_99_89,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",659,red,red,poldrack-categorize,s249
stroop_99_91,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",1060,red,red,poldrack-categorize,s249
stroop_99_93,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1015,green,red,poldrack-categorize,s249
stroop_99_95,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",634,blue,blue,poldrack-categorize,s249
stroop_99_97,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",959,green,green,poldrack-categorize,s249
stroop_99_99,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",829,blue,red,poldrack-categorize,s249
stroop_99_101,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",853,green,green,poldrack-categorize,s249
stroop_99_103,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",676,green,green,poldrack-categorize,s249
stroop_99_105,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",572,green,green,poldrack-categorize,s249
stroop_99_107,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",733,blue,green,poldrack-categorize,s249
stroop_99_109,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1051,green,red,poldrack-categorize,s249
stroop_99_111,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",697,blue,red,poldrack-categorize,s249
stroop_99_113,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",808,blue,red,poldrack-categorize,s249
stroop_99_115,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",535,blue,red,poldrack-categorize,s249
stroop_99_117,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",523,blue,blue,poldrack-categorize,s249
stroop_99_119,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",518,blue,blue,poldrack-categorize,s249
stroop_99_121,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",628,blue,red,poldrack-categorize,s249
stroop_99_123,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",679,green,green,poldrack-categorize,s249
stroop_99_125,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",671,red,green,poldrack-categorize,s249
stroop_99_127,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",665,green,green,poldrack-categorize,s249
stroop_99_129,incongruent,0.0,82.0,test,66.0,"[66, 71, 82]",1189,red,blue,poldrack-categorize,s249
stroop_99_131,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",1096,blue,blue,poldrack-categorize,s249
stroop_99_133,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",610,blue,blue,poldrack-categorize,s249
stroop_99_135,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",768,green,blue,poldrack-categorize,s249
stroop_99_137,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",713,red,red,poldrack-categorize,s249
stroop_99_139,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",986,red,red,poldrack-categorize,s249
stroop_99_141,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",771,red,green,poldrack-categorize,s249
stroop_99_143,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",815,green,blue,poldrack-categorize,s249
stroop_99_145,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",875,blue,blue,poldrack-categorize,s249
stroop_99_147,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",671,red,red,poldrack-categorize,s249
stroop_99_149,congruent,0.0,66.0,test,71.0,"[66, 71, 82]",725,blue,blue,poldrack-categorize,s249
stroop_99_151,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",538,red,red,poldrack-categorize,s249
stroop_99_153,congruent,0.0,82.0,test,66.0,"[66, 71, 82]",673,red,red,poldrack-categorize,s249
stroop_99_155,incongruent,0.0,71.0,test,66.0,"[66, 71, 82]",1097,green,red,poldrack-categorize,s249
stroop_99_157,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",636,blue,blue,poldrack-categorize,s249
stroop_99_159,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1307,blue,green,poldrack-categorize,s249
stroop_99_161,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",872,green,blue,poldrack-categorize,s249
stroop_99_163,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",834,green,blue,poldrack-categorize,s249
stroop_99_165,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",588,blue,blue,poldrack-categorize,s249
stroop_99_167,incongruent,0.0,82.0,test,71.0,"[66, 71, 82]",888,red,blue,poldrack-categorize,s249
stroop_99_169,incongruent,0.0,66.0,test,71.0,"[66, 71, 82]",1135,blue,green,poldrack-categorize,s249
stroop_99_171,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",793,red,green,poldrack-categorize,s249
stroop_99_173,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",680,red,red,poldrack-categorize,s249
stroop_99_175,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",737,blue,blue,poldrack-categorize,s249
stroop_99_177,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",674,green,green,poldrack-categorize,s249
stroop_99_179,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",802,blue,blue,poldrack-categorize,s249
stroop_99_181,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",750,blue,green,poldrack-categorize,s249
stroop_99_183,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",567,blue,red,poldrack-categorize,s249
stroop_99_185,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",1305,green,green,poldrack-categorize,s249
stroop_99_187,incongruent,0.0,82.0,test,66.0,"[66, 71, 82]",953,red,blue,poldrack-categorize,s249
stroop_99_189,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",681,blue,blue,poldrack-categorize,s249
stroop_99_191,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",776,green,green,poldrack-categorize,s249
stroop_99_193,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",1042,green,green,poldrack-categorize,s249
stroop_99_195,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",929,green,blue,poldrack-categorize,s249
stroop_99_197,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",554,green,green,poldrack-categorize,s249
stroop_99_199,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1070,green,red,poldrack-categorize,s249
stroop_99_201,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",578,green,green,poldrack-categorize,s249
stroop_99_203,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",734,red,red,poldrack-categorize,s249
stroop_99_205,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",772,blue,green,poldrack-categorize,s249
stroop_99_207,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",573,blue,blue,poldrack-categorize,s249
stroop_99_209,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",649,green,green,poldrack-categorize,s249
stroop_99_211,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1302,red,green,poldrack-categorize,s249
stroop_99_213,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",663,blue,blue,poldrack-categorize,s249
stroop_99_215,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",997,green,green,poldrack-categorize,s249
stroop_99_217,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1178,red,green,poldrack-categorize,s249
stroop_99_219,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",666,red,red,poldrack-categorize,s249
stroop_99_221,incongruent,0.0,66.0,test,71.0,"[66, 71, 82]",696,blue,green,poldrack-categorize,s249
stroop_99_223,incongruent,0.0,66.0,test,82.0,"[66, 71, 82]",658,blue,red,poldrack-categorize,s249
stroop_99_225,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",692,green,green,poldrack-categorize,s249
stroop_99_227,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",650,red,red,poldrack-categorize,s249
stroop_99_229,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",901,red,blue,poldrack-categorize,s249
stroop_99_231,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",1002,red,red,poldrack-categorize,s249
stroop_99_233,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",964,blue,green,poldrack-categorize,s249
stroop_99_235,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",862,blue,red,poldrack-categorize,s249
stroop_99_237,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",712,blue,green,poldrack-categorize,s249
stroop_99_239,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",879,red,blue,poldrack-categorize,s249
stroop_99_241,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",608,blue,blue,poldrack-categorize,s249
stroop_99_243,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1159,green,blue,poldrack-categorize,s249
stroop_100_4,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",698,blue,green,poldrack-categorize,s252
stroop_100_6,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",429,blue,blue,poldrack-categorize,s252
stroop_100_8,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",403,blue,blue,poldrack-categorize,s252
stroop_100_10,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",697,blue,blue,poldrack-categorize,s252
stroop_100_12,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",643,green,green,poldrack-categorize,s252
stroop_100_14,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",713,green,blue,poldrack-categorize,s252
stroop_100_16,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",540,green,green,poldrack-categorize,s252
stroop_100_18,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",463,red,blue,poldrack-categorize,s252
stroop_100_20,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",697,blue,red,poldrack-categorize,s252
stroop_100_22,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",463,red,green,poldrack-categorize,s252
stroop_100_24,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",334,red,red,poldrack-categorize,s252
stroop_100_26,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",420,red,red,poldrack-categorize,s252
stroop_100_28,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",512,green,blue,poldrack-categorize,s252
stroop_100_30,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",449,red,blue,poldrack-categorize,s252
stroop_100_32,congruent,0.0,71.0,practice,66.0,"[66, 71, 82]",400,green,green,poldrack-categorize,s252
stroop_100_34,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",662,blue,green,poldrack-categorize,s252
stroop_100_36,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",548,green,red,poldrack-categorize,s252
stroop_100_38,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",635,green,green,poldrack-categorize,s252
stroop_100_40,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",527,blue,blue,poldrack-categorize,s252
stroop_100_42,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",702,red,green,poldrack-categorize,s252
stroop_100_44,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",566,red,red,poldrack-categorize,s252
stroop_100_46,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",663,blue,red,poldrack-categorize,s252
stroop_100_48,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",499,green,red,poldrack-categorize,s252
stroop_100_50,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",364,red,red,poldrack-categorize,s252
stroop_100_53,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",580,green,green,poldrack-categorize,s252
stroop_100_55,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",702,blue,blue,poldrack-categorize,s252
stroop_100_57,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",451,green,blue,poldrack-categorize,s252
stroop_100_59,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",450,red,green,poldrack-categorize,s252
stroop_100_61,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",718,blue,green,poldrack-categorize,s252
stroop_100_63,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",616,blue,blue,poldrack-categorize,s252
stroop_100_65,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",507,green,blue,poldrack-categorize,s252
stroop_100_67,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",534,green,green,poldrack-categorize,s252
stroop_100_69,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",485,blue,blue,poldrack-categorize,s252
stroop_100_71,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",453,green,green,poldrack-categorize,s252
stroop_100_73,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",413,red,red,poldrack-categorize,s252
stroop_100_75,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",501,red,red,poldrack-categorize,s252
stroop_100_77,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",749,blue,green,poldrack-categorize,s252
stroop_100_79,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",391,blue,blue,poldrack-categorize,s252
stroop_100_81,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",450,green,red,poldrack-categorize,s252
stroop_100_83,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",446,red,red,poldrack-categorize,s252
stroop_100_85,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",565,red,blue,poldrack-categorize,s252
stroop_100_87,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",643,green,red,poldrack-categorize,s252
stroop_100_89,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",547,blue,red,poldrack-categorize,s252
stroop_100_91,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",418,red,red,poldrack-categorize,s252
stroop_100_93,congruent,0.0,66.0,test,-1.0,"[66, 71, 82]",-1,blue,blue,poldrack-categorize,s252
stroop_100_95,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",487,red,green,poldrack-categorize,s252
stroop_100_97,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",433,green,green,poldrack-categorize,s252
stroop_100_99,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",452,red,red,poldrack-categorize,s252
stroop_100_101,congruent,0.0,71.0,test,82.0,"[66, 71, 82]",408,green,green,poldrack-categorize,s252
stroop_100_103,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",393,blue,blue,poldrack-categorize,s252
stroop_100_105,incongruent,0.0,66.0,test,82.0,"[66, 71, 82]",433,blue,red,poldrack-categorize,s252
stroop_100_107,incongruent,0.0,66.0,test,71.0,"[66, 71, 82]",608,blue,green,poldrack-categorize,s252
stroop_100_109,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",495,blue,blue,poldrack-categorize,s252
stroop_100_111,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",479,green,blue,poldrack-categorize,s252
stroop_100_113,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",548,blue,green,poldrack-categorize,s252
stroop_100_115,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",803,blue,red,poldrack-categorize,s252
stroop_100_117,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",599,red,blue,poldrack-categorize,s252
stroop_100_119,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",500,green,blue,poldrack-categorize,s252
stroop_100_121,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",579,red,green,poldrack-categorize,s252
stroop_100_123,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",547,green,red,poldrack-categorize,s252
stroop_100_125,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",566,red,green,poldrack-categorize,s252
stroop_100_127,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",462,red,blue,poldrack-categorize,s252
stroop_100_129,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",493,green,green,poldrack-categorize,s252
stroop_100_131,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",507,green,green,poldrack-categorize,s252
stroop_100_133,congruent,0.0,66.0,test,82.0,"[66, 71, 82]",369,blue,blue,poldrack-categorize,s252
stroop_100_135,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",541,blue,blue,poldrack-categorize,s252
stroop_100_137,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",593,green,green,poldrack-categorize,s252
stroop_100_139,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",646,green,green,poldrack-categorize,s252
stroop_100_141,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",556,green,green,poldrack-categorize,s252
stroop_100_143,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",457,red,red,poldrack-categorize,s252
stroop_100_145,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",532,red,red,poldrack-categorize,s252
stroop_100_147,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",579,blue,red,poldrack-categorize,s252
stroop_100_149,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",503,green,red,poldrack-categorize,s252
stroop_100_151,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",506,red,blue,poldrack-categorize,s252
stroop_100_153,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",581,green,green,poldrack-categorize,s252
stroop_100_155,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",449,red,red,poldrack-categorize,s252
stroop_100_157,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",472,blue,red,poldrack-categorize,s252
stroop_100_159,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",466,red,green,poldrack-categorize,s252
stroop_100_161,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",573,blue,green,poldrack-categorize,s252
stroop_100_163,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",421,red,red,poldrack-categorize,s252
stroop_100_165,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",596,green,green,poldrack-categorize,s252
stroop_100_167,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",442,red,blue,poldrack-categorize,s252
stroop_100_169,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",425,red,green,poldrack-categorize,s252
stroop_100_171,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",501,red,green,poldrack-categorize,s252
stroop_100_173,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",545,blue,green,poldrack-categorize,s252
stroop_100_175,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",628,blue,red,poldrack-categorize,s252
stroop_100_177,incongruent,0.0,66.0,test,71.0,"[66, 71, 82]",835,blue,green,poldrack-categorize,s252
stroop_100_179,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",675,blue,red,poldrack-categorize,s252
stroop_100_181,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",487,blue,blue,poldrack-categorize,s252
stroop_100_183,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",546,green,green,poldrack-categorize,s252
stroop_100_185,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",824,green,blue,poldrack-categorize,s252
stroop_100_187,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",501,red,red,poldrack-categorize,s252
stroop_100_189,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",863,green,red,poldrack-categorize,s252
stroop_100_191,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",687,blue,blue,poldrack-categorize,s252
stroop_100_193,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",498,red,red,poldrack-categorize,s252
